label,n_items,tier_tau0.6,matched_node,cosine,node_scene_freq,node_degree,in_mit,in_nyu
brewing basket,1,near,Basket,0.7052,146,253,1,1
box spring encasement,1,far,Box,0.4381,30,95,1,1
boxes,1,exact,Boxes,1.0000,7,29,1,1
bracket set,1,far,Block set,0.5620,2,15,1,0
brackets,1,far,Wreath,0.3885,12,38,1,1
braiser pan,1,near,Pan,0.6840,84,144,1,1
spray,1,far,Cleaner,0.5105,1,13,1,0
spreader,1,far,Dryer,0.5283,2,13,1,0
springform,1,far,Dress form,0.3912,1,7,1,0
brew,1,near,Coffee maker,0.6578,80,124,1,1
brew basket,1,near,Basket,0.7036,146,253,1,1
brew pack,1,far,Coffee maker,0.5794,80,124,1,1
egg ring,1,near,Eggs,0.7468,1,8,1,0
egg tray,1,near,Tray,0.7026,24,91,1,1
end tables,1,near,End table,0.9212,4,15,1,0
duvet gripper,1,near,Duvet,0.7627,6,25,1,0
dvd storage bags,1,far,Dvds,0.5489,1,7,1,0
egg boiler,1,near,Eggs,0.6115,1,8,1,0
egg cracker,1,near,Eggs,0.6408,1,8,1,0
feet,1,near,Shoe,0.7082,1,8,1,0
espresso coffeemaker,1,near,Coffee maker,0.7647,80,124,1,1
espresso percolator,1,near,Coffee machine,0.6446,2,14,1,0
espresso set,1,far,Canister set,0.5631,1,8,1,0
eyeglass rack,1,near,Shoe rack,0.6279,1,6,1,0
false bottom,1,far,Floor,0.3764,5,20,1,1
egg poachers,1,near,Eggs,0.6991,1,8,1,0
food ties,1,near,Food items,0.6381,1,2,1,0
food tray,1,near,Tray,0.8673,24,91,1,1
food warmer,1,near,Food,0.6331,7,39,1,1
fan assembly,1,near,Ceiling fan,0.6144,30,76,1,1
feather bed,1,near,Loft bed,0.7080,2,17,1,0
featherbed,1,far,Loft bed,0.5165,2,17,1,0
feeder tray,1,near,Tray,0.8209,24,91,1,1
fruit wedger,1,near,Fruit,0.6890,61,121,1,1
foundation,1,far,Makeup,0.4885,1,8,1,0
frappe maker,1,far,Coffee maker,0.4786,80,124,1,1
fruit bowl,1,exact,Fruit bowl,1.0000,90,169,1,1
food storage vessels,1,near,Storage containers,0.6749,2,8,0,1
blender blade,1,far,Chopping knife,0.5886,1,13,1,0
blender bottle,1,near,Glass bottle,0.7634,3,16,1,1
syrup,1,far,Sugar packets,0.5852,2,12,1,1
syrup bottle,1,near,Bottle,0.7107,82,164,1,1
table   chairs,1,near,Chairs,0.9099,246,271,1,1
table cards,1,near,Cards,0.7779,2,6,1,1
bottle cap holder,1,near,Water bottle,0.6347,14,65,1,1
book clip,1,near,Book,0.6218,48,102,1,1
book holder,1,near,Bookshelf,0.6764,167,233,1,1
book tower,1,near,Bookshelf,0.6224,167,233,1,1
bookcase headboard,1,near,Bookcase,0.7691,8,32,1,0
bookend,1,near,Bookshelf,0.6074,167,233,1,1
blanket support,1,near,Blanket,0.7533,178,180,1,1
bottle filler,1,near,Bottle,0.6889,82,164,1,1
bottle filter,1,near,Cleaning bottle,0.6774,1,4,1,0
bottle holder,1,near,Bottle,0.7354,82,164,1,1
bottle lock,1,near,Bottle,0.6749,82,164,1,1
bookstand,1,near,Bookshelf,0.6319,167,233,1,1
boot tray,1,near,Tray,0.6040,24,91,1,1
bottle brush,1,near,Cleaning bottle,0.7410,1,4,1,0
storage case,1,near,Storage box,0.7090,12,52,1,0
storage closet,1,near,Closet,0.7569,8,24,1,0
storage bag cutter,1,far,Plastic bag,0.5832,1,5,0,1
storage bowls,1,near,Bowls,0.7941,19,80,1,1
stirrers,1,near,Stir sticks,0.7203,1,11,1,0
bottle cutter,1,near,Bottle,0.6836,82,164,1,1
tablecloth clips,1,near,Tablecloth,0.7579,54,129,1,1
tablecloth weights,1,near,Tablecloth,0.7248,54,129,1,1
taco tote,1,far,Coffee can,0.3712,1,5,1,0
tamping mat,1,near,Mat,0.7464,3,14,1,1
tea glass,1,near,Beverage glass,0.7952,1,9,1,0
tea lights,1,near,Teapots,0.7189,1,13,1,0
tea pot,1,exact,Tea pot,1.0000,1,9,1,0
tea bag holder,1,near,Cup holder,0.6039,1,6,1,0
tea ball,1,near,Ball,0.7376,3,16,1,0
tea box,1,near,Tea pot,0.7572,1,9,1,0
tea cup,1,near,Teacups,0.8394,2,10,1,1
straps,1,far,Backpack,0.5317,3,15,1,1
storage set,1,near,Storage unit,0.7573,2,12,1,0
storage shelves,1,near,Shelves,0.8883,23,88,1,1
storage tower,1,near,Storage unit,0.7241,2,12,1,0
storage trunk,1,near,Trunk,0.7931,1,8,1,0
tea cups,1,near,Teacups,0.8651,2,10,1,1
tea filters,1,far,Teapots,0.5902,1,13,1,0
table cloth,1,exact,Table cloth,1.0000,1,9,1,0
sugar pot,1,near,Pot,0.6661,82,147,1,1
sunscreen,1,far,Lotion,0.5360,9,34,1,1
support,1,far,Note,0.4255,1,6,1,0
sushi rolling kit,1,far,Rolling cart,0.4327,1,7,1,0
suspender,1,far,Hanger,0.5321,2,11,1,0
strainer bags,1,near,Strainer,0.7507,1,9,1,0
tissue stand,1,near,Tissue holder,0.7770,1,7,1,0
throw sofa,1,near,Sofa,0.7787,596,297,1,1
tie rack,1,near,Hanging rack,0.8103,1,8,1,0
tiffin,1,far,Pan,0.4669,84,144,1,1
tin tote,1,far,Spoon,0.4205,24,83,1,0
tins,1,far,Spoons,0.5439,1,8,1,0
bedskirt pins,1,near,Bedskirt,0.7431,1,3,0,1
beer glass,1,near,Beverage glass,0.8585,1,9,1,0
beer mug,1,near,Mug,0.8506,9,47,1,0
bed slats,1,near,Beds,0.6694,3,15,1,1
bed tray,1,near,Tray,0.7521,24,91,1,1
tissue cover,1,near,Tissue,0.7597,1,8,0,1
bistro set,1,far,Biscuit,0.5302,1,8,1,0
beer stein,1,far,Beverage,0.4990,1,6,1,0
bento set,1,far,Chess set,0.4977,5,26,1,1
bento tote,1,far,Candelabra,0.3572,2,12,1,0
beverage bottles,1,near,Glass bottles,0.8569,2,15,1,0
bedding support system,1,near,Bedding,0.7066,109,106,1,1
table mat,1,near,Mat,0.7066,3,14,1,1
table numbers,1,near,Table,0.7111,840,522,1,1
table saw,1,near,Wooden table,0.6768,3,16,1,0
beverage container,1,near,Beverage,0.7668,1,6,1,0
beverage heater,1,near,Water heater,0.7142,1,6,1,0
binder,1,exact,Binder,1.0000,1,6,1,0
toilet caddy,1,near,Toilet,0.6306,214,145,1,1
toilet lid cover,1,near,Plastic lid,0.6224,1,5,0,1
toilet paper holder,1,exact,Toilet paper holder,1.0000,17,32,1,1
toilet paper stand,1,near,Toilet paper holder,0.8510,17,32,1,1
toilet plunger,1,near,Plunger,0.8758,3,6,1,1
toilet plunger and brush set,1,far,Plunger,0.5521,3,6,1,1
toothbrush,1,exact,Toothbrush,1.0000,6,27,1,1
toothbrush cover,1,near,Toothbrush holder,0.8023,5,22,1,1
toilet seat cover,1,near,Toilet paper holder,0.6456,17,32,1,1
toilet seat cover set,1,far,Toilet paper holder,0.5498,17,32,1,1
toilet set,1,near,Toilet,0.7458,214,145,1,1
toilet spray,1,near,Toilet,0.7376,214,145,1,1
teapot set,1,near,Tea set,0.8878,8,32,1,1
teaspoon,1,near,Teaspoons,0.8820,1,11,1,0
temperature control system,1,far,Air conditioner,0.4450,32,56,1,1
tool attachment set,1,near,Tool set,0.7169,1,9,1,0
tool bar,1,near,Bar,0.6343,5,23,1,1
tool box,1,near,Tool set,0.6588,1,9,1,0
tool box liner,1,far,Boxes,0.4778,7,29,1,1
tools,1,near,Tool set,0.6408,1,9,1,0
template,1,far,Document,0.5251,2,14,1,0
tent,1,exact,Tent,1.0000,4,16,1,0
thermostat,1,near,Heater,0.6205,2,6,1,1
thickener,1,far,Strainer,0.4537,1,9,1,0
throw,1,exact,Throw,1.0000,2,17,1,0
teaball,1,near,Teapot,0.7434,20,81,1,1
filter bag,1,near,Bag,0.7004,18,69,1,1
frypan,1,near,Frying pan,0.6993,1,17,1,0
gaiwan,1,far,Shoji screen,0.3879,1,7,1,0
fruit carver,1,near,Fruit,0.6570,61,121,1,1
fruit roll sheets,1,far,Paper towels,0.5816,1,6,0,1
fruit roll up sheet,1,far,Sheet,0.5592,2,8,1,0
fruit stand,1,near,Fruit,0.7109,61,121,1,1
fruit tree,1,near,Fruit,0.8273,61,121,1,1
filter paper,1,far,Paper,0.5832,16,59,1,1
filter screens,1,far,Screen,0.5560,13,35,1,1
fiberbed,1,far,Mattress,0.5008,4,13,1,1
file,1,near,Document,0.6178,2,14,1,0
file cabinet,1,near,Storage cabinet,0.7488,1,6,1,0
file cart,1,near,Storage cart,0.7207,2,12,1,1
film,1,far,Television,0.5764,231,246,1,0
flatware,1,near,Kitchenware,0.7543,20,47,0,1
flatware tray,1,near,Tray,0.7402,24,91,1,1
filter basket,1,near,Basket,0.6897,146,253,1,1
filter candle,1,near,Candle,0.7162,62,141,1,1
floor finish,1,near,Flooring,0.7064,1,10,1,0
floor machine,1,near,Flooring,0.7498,1,10,1,0
flowers,1,exact,Flowers,1.0000,187,229,1,1
flutes,1,far,Drums,0.5588,1,7,1,0
folder,1,exact,Folder,1.0000,1,13,1,0
folding board,1,near,Cutting board,0.6087,65,135,1,1
finish,1,far,End table,0.4428,4,15,1,0
bathmat,1,exact,Bathmat,1.0000,2,10,1,0
bathroom hardware set,1,near,Bathroom accessories,0.6278,2,8,0,1
bathtub caddy,1,near,Bathtub,0.7572,131,125,1,1
bathtub strip,1,near,Bathtub,0.8364,131,125,1,1
bed frame brackets,1,far,Bed canopy,0.5243,1,9,1,0
beads,1,exact,Beads,1.0000,1,5,0,1
beanbag chair,1,near,Bean bag chair,0.9428,1,6,1,0
beater,1,far,Washer,0.5282,2,10,1,0
bath wrap,1,near,Bath products,0.6578,1,6,1,0
bed raiser,1,near,Beds,0.6179,3,15,1,1
bed ruffle,1,near,Bed,0.6521,764,316,1,1
bed ruffles,1,near,Beds,0.6257,3,15,1,1
bed set,1,near,Beds,0.7764,3,15,1,1
bed band,1,near,Bed,0.6950,764,316,1,1
bed base,1,near,Beds,0.7681,3,15,1,1
bed bridge,1,near,Bed,0.6554,764,316,1,1
bed connector,1,far,Bed canopy,0.5747,1,9,1,0
toaster oven set,1,near,Toaster oven,0.8645,1,3,1,0
toilet bowl brush holder,1,near,Toilet paper holder,0.7374,17,32,1,1
toilet brush head,1,near,Shaving brush,0.6481,2,16,1,1
toilet brush set,1,far,Toilet paper holder,0.5817,17,32,1,1
bed frame legs,1,near,Beds,0.6468,3,15,1,1
bed lifters,1,near,Beds,0.6319,3,15,1,1
bed rail fittings,1,far,Beds,0.4482,3,15,1,1
tubing,1,near,Bathtub,0.7367,131,125,1,1
turner,1,far,Pens,0.4370,1,7,1,0
tv console,1,near,Media console,0.7393,2,10,1,0
tray table,1,near,Tray,0.8369,24,91,1,1
treatment,1,far,Window treatment,0.5420,3,13,1,1
tree,1,exact,Tree,1.0000,1,6,1,0
trifle,1,far,Cot,0.3878,1,5,1,0
tortilla pans,1,near,Pans,0.6835,4,29,1,0
tv swivel board,1,far,Tv stand,0.5121,6,19,1,1
umbrella,1,exact,Umbrella,1.0000,2,12,1,0
umbrellas,1,near,Umbrella,0.8933,2,12,1,0
underbed bag,1,near,Bag,0.6650,18,69,1,1
utensil clip,1,near,Utensil holder,0.7931,13,46,1,1
trolley,1,far,Wagon,0.5601,1,5,1,0
tub mat,1,near,Bath mat,0.8584,24,37,1,1
tote box,1,near,Box,0.6915,30,95,1,1
towel butler,1,near,Towel,0.6948,233,230,1,1
toothbrush holders,1,near,Toothbrush holder,0.9336,5,22,1,1
tower,1,far,Brick wall,0.5151,2,8,1,0
toy,1,exact,Toy,1.0000,25,88,1,1
toy organizer,1,near,Toy storage,0.7351,2,15,1,1
trash bag,1,near,Bag,0.8135,18,69,1,1
trash bag holder,1,near,Plastic bag,0.6744,1,5,0,1
towel holders,1,near,Towel holder,0.9295,15,29,1,1
towel ladder,1,near,Towel,0.6967,233,230,1,1
towel ring,1,exact,Towel ring,1.0000,1,3,0,1
bar rack,1,near,Rack,0.8637,1,8,1,0
bar shaker set,1,far,Shaker,0.5870,1,9,1,0
waffle plates,1,near,Plates,0.7247,90,175,1,1
wall furniture,1,near,Furniture,0.8518,2,7,0,1
wall mount,1,exact,Wall mount,1.0000,1,4,1,0
wall mount shelving,1,near,Shelving unit,0.8078,18,65,1,1
bar stool set,1,near,Bar stools,0.8904,11,53,1,1
bar tool set,1,near,Tool set,0.7293,1,9,1,0
barstool,1,exact,Barstool,1.0000,3,21,1,0
bar cabinet,1,near,Wall cabinet,0.7705,5,22,1,0
bath sheet set,1,near,Bath mat,0.6306,24,37,1,1
bath sheets,1,near,Bath mat,0.7350,24,37,1,1
bath space saver,1,near,Bath,0.6183,1,6,0,1
baster,1,far,Star,0.4260,1,6,1,0
basting brush,1,near,Scrub brush,0.7350,1,4,1,0
bath accessory set,1,near,Bathroom accessories,0.7392,2,8,0,1
bath mat set,1,near,Bath mat,0.8566,24,37,1,1
bath mats,1,near,Bath mat,0.9016,24,37,1,1
trim kit,1,far,Cutting board,0.3812,65,135,1,1
trash can filters,1,near,Trash can,0.7790,63,122,1,1
trash can liner,1,near,Trash can,0.7777,63,122,1,1
trash container,1,near,Container,0.7263,19,70,1,1
tray divider,1,near,Tray,0.7376,24,91,1,1
tray set,1,near,Tray,0.8393,24,91,1,1
bath rugs,1,near,Rugs,0.8162,1,4,0,1
water distiller,1,near,Water dispenser,0.6596,1,8,1,0
wash cloth set,1,near,Washcloth,0.7266,3,17,1,0
wash cloths,1,near,Washcloths,0.8804,1,7,1,0
washcloths,1,exact,Washcloths,1.0000,1,7,1,0
washing station,1,near,Washing machine,0.7662,14,49,1,1
waste bags,1,near,Waste bin,0.7118,2,17,1,0
water pump,1,far,Water bottle,0.5640,14,65,1,1
water station,1,far,Water pitcher,0.5660,1,7,1,0
waterbed heater,1,near,Water heater,0.8062,1,6,1,0
waste container,1,near,Waste bin,0.7658,2,17,1,0
water cooler,1,near,Water heater,0.7127,1,6,1,0
water dispenser,1,exact,Water dispenser,1.0000,1,8,1,0
vacuum food sealer,1,far,Vacuum cleaner,0.5342,1,6,1,0
vacuum sealer roll,1,far,Roll toilet paper,0.5274,1,5,1,0
vacuum sealing system,1,far,Vacuum cleaner,0.5424,1,6,1,0
utensil pot,1,near,Cooking utensil,0.8418,1,13,1,0
vacuum cleaner bag,1,near,Vacuum cleaner,0.7861,1,6,1,0
water heater,1,exact,Water heater,1.0000,1,6,1,0
wall rack,1,near,Rack,0.8639,1,8,1,0
wall sticker,1,near,Stickers,0.7714,1,6,1,0
vanity table,1,near,Vanity,0.7525,12,28,1,1
vase,1,exact,Vase,1.0000,305,279,1,1
waffle maker,1,far,Coffee maker,0.5309,80,124,1,1
vacuum filter bag,1,near,Vacuum cleaner,0.6061,1,6,1,0
food cover tents,1,near,Tent,0.6636,4,16,1,0
food keeper set,1,far,Food items,0.5956,1,2,1,0
food pick,1,near,Food,0.6609,7,39,1,1
folding mat,1,near,Mat,0.6636,3,14,1,1
fondant mat,1,near,Flower mat,0.6433,1,5,1,0
food carrier,1,far,Food container,0.5817,1,9,1,0
food storage,1,near,Food container,0.7370,1,9,1,0
food storage box,1,near,Storage box,0.7636,12,52,1,0
food preparation set,1,near,Food items,0.6089,1,2,1,0
food preparation station,1,near,Food container,0.6037,1,9,1,0
food press,1,far,Food,0.5543,7,39,1,1
food processor attachment,1,far,Kitchen appliance,0.5052,1,6,1,0
food ring,1,far,Food items,0.5945,1,2,1,0
food savers,1,far,Food,0.5330,7,39,1,1
air revitalizer,1,far,Air conditioner,0.4771,32,56,1,1
adhesive paper,1,near,Paper,0.6946,16,59,1,1
air cleaner,1,near,Vacuum cleaner,0.7811,1,6,1,0
air conditioner cover,1,near,Air conditioner,0.7782,32,56,1,1
air conditioner support,1,near,Air conditioner,0.7778,32,56,1,1
food scale,1,near,Scale,0.6881,1,13,1,0
food server,1,near,Food container,0.6020,1,9,1,0
apple peeler,1,near,Apple,0.6593,6,32,1,0
applicator,1,far,Toothpaste,0.4351,4,18,1,0
appliques,1,far,Bowls,0.4091,19,80,1,1
apron set,1,near,Kitchen play set,0.6172,1,9,1,0
armchair,1,exact,Armchair,1.0000,139,130,1,1
wine holder,1,near,Wine bottle,0.7873,11,61,1,1
wraps,1,far,Blanket,0.5699,178,180,1,1
wreath hanger,1,near,Decorative wreath,0.8256,2,13,1,1
wine glass tag,1,near,Wine glass,0.8468,7,40,1,0
wine glass markers,1,near,Wine glass,0.7134,7,40,1,0
accent tables,1,far,Tables,0.5182,1,4,1,0
absorber,1,far,Towel,0.4841,233,230,1,1
wine glass holders,1,near,Wine glasses,0.8117,1,9,0,1
